amenity_id,category,subtype,name,latitude,longitude,district
N6521216747,mobility,bus_stop,Abu Dhabi International Airport Terminal 1+3,24.426609,54.645277,Masdar City
N11338930784,mobility,bus_stop,Airport Express Bus,24.426747,54.645111,Masdar City
N10749981812,mobility,bus_stop,K6,24.435151,54.603045,Masdar City
N3110627649,mobility,bus_stop,Masdar,24.436519,54.62001,Masdar City
N3828063364,mobility,bus_stop,Masdar Institute,24.434851,54.616799,Masdar City
N6679842286,mobility,bus_stop,Adnoc Free Bus,24.334001,54.526479,Mohammed Bin Zayed City
N8070496685,mobility,bus_stop,Bus Stop,24.330898,54.534964,Mohammed Bin Zayed City
N8319582417,mobility,bus_stop,Bus Stop 10078A,24.327003,54.535219,Mohammed Bin Zayed City
W756721128,mobility,bus_station,Mussafah Bus Station,24.321152,54.530516,Mohammed Bin Zayed City
N4796095324,mobility,bus_stop,Shabiya 12 takreer bus stop,24.323521,54.535177,Mohammed Bin Zayed City
N6378501585,mobility,bus_station,Shabiya Bus station,24.321139,54.530676,Mohammed Bin Zayed City
N4598544993,mobility,bus_station,(unnamed bus_station),24.372992,54.511877,Mussafah
N4125488792,mobility,bus_stop,(unnamed bus_stop),24.35951,54.503685,Mussafah
N4758617774,mobility,bus_stop,(unnamed bus_stop),24.372705,54.505237,Mussafah
N6780339085,mobility,bus_stop,(unnamed bus_stop),24.360138,54.518245,Mussafah
N7077530405,mobility,bus_stop,(unnamed bus_stop),24.34611,54.514687,Mussafah
N7077578893,mobility,bus_stop,(unnamed bus_stop),24.345546,54.500025,Mussafah
N9544640317,mobility,bus_stop,(unnamed bus_stop),24.365928,54.501317,Mussafah
N6710419889,mobility,bus_stop,111,24.370969,54.510854,Mussafah
N6710422186,mobility,bus_stop,"111, M1, M5",24.368583,54.513844,Mussafah
N4796512521,mobility,bus_station,Emirates transport,24.353267,54.483544,Mussafah
N9463174721,mobility,bus_stop,M4,24.372875,54.49622,Mussafah
N9463174920,mobility,bus_stop,"MBZ CITY St 79, Mazyad Mall - M4",24.37238,54.495089,Mussafah
N9463174818,mobility,bus_stop,"Mussafah ADNOC ... - 111, M1, M5",24.365494,54.524738,Mussafah
N7236228485,mobility,bus_stop,"Mussafah Mar Thoma Church - 111, M1, M5",24.364549,54.521138,Mussafah
N7236228585,mobility,bus_stop,"Mussafah St 10... - 111, M1, M5",24.369059,54.51364,Mussafah
N7236228685,mobility,bus_stop,"Mussafah St 15 Emirates Transport - 111, M1, M5",24.370948,54.511334,Mussafah
N4304904892,mobility,bus_stop,"Mussafah St 17 Workers Village - 111, M1, M5",24.361949,54.516734,Mussafah
N4598544992,mobility,bus_stop,"Mussafah St 8 Emirates Islamic Bank - 111, M1, M2, M3, M4, M5",24.373144,54.513454,Mussafah
N9463174924,mobility,bus_stop,"Mussafah St10 ... - 111, M1, M5",24.369284,54.518223,Mussafah
N4363302814,mobility,bus_stop,icad,24.339595,54.490699,Mussafah
W1321651817,mobility,bus_station,(unnamed bus_station),24.520064,54.436816,Saadiyat Island
N7513785245,mobility,bus_stop,(unnamed bus_stop),24.544802,54.436507,Saadiyat Island
N7513814977,mobility,bus_stop,(unnamed bus_stop),24.542068,54.43304,Saadiyat Island
N7513814980,mobility,bus_stop,(unnamed bus_stop),24.540669,54.430589,Saadiyat Island
N12230006681,mobility,bus_stop,(unnamed bus_stop),24.520062,54.436823,Saadiyat Island
N12456396801,mobility,bus_stop,(unnamed bus_stop),24.533165,54.420429,Saadiyat Island
N13478391501,mobility,bus_stop,(unnamed bus_stop),24.530027,54.405085,Saadiyat Island
N6116693889,mobility,bus_stop,94,24.534772,54.401058,Saadiyat Island
N6116693890,mobility,bus_stop,94,24.528212,54.406197,Saadiyat Island
N7220741390,mobility,bus_stop,Big bus - green line stop 15,24.531823,54.401818,Saadiyat Island
N12456397001,mobility,bus_stop,Jacques Chirac St,24.533594,54.420678,Saadiyat Island
N7513814979,mobility,bus_stop,Park Hyatt Hotel 1,24.541454,54.431467,Saadiyat Island
N7513814976,mobility,bus_stop,Park Hyatt Hotel 2,24.543543,54.434755,Saadiyat Island
N12460569501,mobility,bus_stop,Saadiyat Beach Residences,24.550699,54.453964,Saadiyat Island
N12456396902,mobility,bus_stop,Saadiyat Island,24.533161,54.423888,Saadiyat Island
N7521809168,mobility,bus_stop,Saadiyat New York University 1 / Laffan St,24.524089,54.432854,Saadiyat Island
N10075547593,mobility,bus_stop,Saadiyat New York University 1 / Laffan St,24.523808,54.432867,Saadiyat Island
N6953894809,mobility,bus_stop,Saadiyat New York University 2,24.522806,54.434225,Saadiyat Island
N10075547592,mobility,bus_stop,Saadiyat New York University 2,24.522285,54.434488,Saadiyat Island
N7521809167,mobility,bus_stop,Saadiyat New York University 3,24.521371,54.435782,Saadiyat Island
N2429391973,mobility,bus_stop,Saadiyat Public Beach Bus Stop,24.547067,54.435956,Saadiyat Island
N7513814981,mobility,bus_stop,Saadiyat Rotana Hotel,24.54034,54.42991,Saadiyat Island
N12456396901,mobility,bus_stop,Saadiyat Villas,24.537613,54.428537,Saadiyat Island
N988110318,mobility,bus_stop,(unnamed bus_stop),24.492069,54.627431,Yas Island
N4753368139,mobility,bus_stop,(unnamed bus_stop),24.487801,54.596944,Yas Island
N4753482154,mobility,bus_stop,(unnamed bus_stop),24.499731,54.602719,Yas Island
N4753482155,mobility,bus_stop,(unnamed bus_stop),24.506718,54.598424,Yas Island
N4753604180,mobility,bus_stop,(unnamed bus_stop),24.484258,54.603011,Yas Island
N4753621372,mobility,bus_stop,(unnamed bus_stop),24.490509,54.614658,Yas Island
N4753627875,mobility,bus_stop,(unnamed bus_stop),24.482608,54.617505,Yas Island
N4753627876,mobility,bus_stop,(unnamed bus_stop),24.484484,54.623978,Yas Island
N4753627877,mobility,bus_stop,(unnamed bus_stop),24.486214,54.62823,Yas Island
N7220742085,mobility,bus_stop,Big bus - green line stop 16,24.491245,54.60987,Yas Island
N7820927885,mobility,bus_stop,Bus Stop,24.482481,54.603295,Yas Island
N7820921285,mobility,bus_stop,Bus Stop 19604A,24.47906,54.603932,Yas Island
N6795963387,mobility,bus_stop,Bus stop line 102,24.487001,54.605297,Yas Island
N7820916385,mobility,bus_stop,Marina Circuit North Bus Stop,24.477572,54.602834,Yas Island
N3246317524,mobility,bus_stop,Yas Mall,24.485252,54.607336,Yas Island
N4191188689,mobility,bus_stop,yas,24.492612,54.602831,Yas Island
N7040230516,mobility,bus_stop,(unnamed bus_stop),24.336528,54.538339,Zayed City
N11135225543,mobility,bus_stop,ADNOC / Al Shaghameem St,24.364278,54.559115,Zayed City
N11135234538,mobility,bus_stop,Al Raha Shopping Centre,24.251504,54.627491,Zayed City
N11135225546,mobility,bus_stop,Al Tirhab St / ADNOC,24.290535,54.634256,Zayed City
N7044167785,mobility,bus_stop,BILADAL SHAM PASSENGER TRANSPORT(SAPTCO Agent),24.310676,54.605537,Zayed City
N11135234526,mobility,bus_stop,LifeCare Hospital,24.253544,54.629491,Zayed City
N8177421117,mobility,bus_stop,"M1, M2 Bus Stop",24.342921,54.553367,Zayed City
N8177421017,mobility,bus_stop,"M1, M2 Bus stop",24.342752,54.553771,Zayed City
N11135234520,mobility,bus_stop,Magenta Pearl Village 2,24.262641,54.630688,Zayed City
N11135234523,mobility,bus_stop,MajmuaBin Salem Mosque,24.260062,54.62708,Zayed City
N11135225544,mobility,bus_stop,Msayhan St / Amro Bin Muadh Mosque,24.294041,54.6281,Zayed City
N4142632589,mobility,bus_stop,Zayed City - ADU Main Gate,24.365628,54.562299,Zayed City
N4333486894,mobility,bus_stop,جوازات,24.314459,54.612067,Zayed City
N13413172801,retail,supermarket,(unnamed supermarket),24.538293,54.691149,Al Bahia
W144508865,retail,supermarket,Armed Forces Co Op,24.553027,54.845796,Al Bahia
N3186769470,retail,supermarket,Carrefour Supermarket,24.524554,54.671639,Al Bahia
W312781381,retail,mall,Deerfields Townsquare Shopping Centre,24.523702,54.670963,Al Bahia
W172631786,retail,supermarket,Easy Way Super Market,24.524463,54.676844,Al Bahia
N2121492166,retail,supermarket,Px Army,24.553622,54.84514,Al Bahia
N4663294195,retail,supermarket,RAMEZ,24.545038,54.675862,Al Bahia
N5500391922,retail,supermarket,Supermarket,24.515103,54.659889,Al Bahia
N1427780608,retail,supermarket,co-op/px,24.553133,54.845744,Al Bahia
N12078228986,retail,supermarket,Viva,24.45477,54.338827,Al Bateen
N9208498040,retail,supermarket,Waitrose,24.459019,54.321817,Al Bateen
W1141825319,retail,marketplace,(unnamed marketplace),24.221538,54.686007,Al Ghadeer
W1141825328,retail,marketplace,(unnamed marketplace),24.220328,54.685284,Al Ghadeer
W1333566696,retail,marketplace,(unnamed marketplace),24.220431,54.685537,Al Ghadeer
W1333566697,retail,marketplace,(unnamed marketplace),24.220327,54.684695,Al Ghadeer
W1333566685,retail,marketplace,Abu Dhabi Agriculture & Food Safety Authority,24.222778,54.686235,Al Ghadeer
N13355525144,retail,supermarket,Al Madina International Supermarket,24.215178,54.838804,Al Ghadeer
W1333566694,retail,marketplace,Americas Pavilion,24.220607,54.68574,Al Ghadeer
W1333566683,retail,marketplace,Department of Culture and Tourism,24.222225,54.686174,Al Ghadeer
W1333566691,retail,marketplace,Gulf Countries Pavilion,24.221319,54.685967,Al Ghadeer
W1333566695,retail,marketplace,India Pavilion,24.220305,54.68496,Al Ghadeer
W1333566684,retail,marketplace,Memory of the Nation,24.22249,54.686212,Al Ghadeer
W1333566693,retail,marketplace,Pakistan Pavilion,24.220837,54.685869,Al Ghadeer
N4724999065,retail,supermarket,Shaheen Super Market,24.242191,54.718877,Al Ghadeer
W1333566692,retail,marketplace,Syria Pavilion,24.221101,54.685927,Al Ghadeer
W396354531,retail,supermarket,(unnamed supermarket),24.47386,54.350316,Al Khalidiyah
N1709810934,retail,supermarket,AD Coop جمعية ابوظبي الدانا بلازا الخالدية,24.472811,54.346584,Al Khalidiyah
W79959422,retail,supermarket,Abu Dhabi Co-operative Society,24.462056,54.359794,Al Khalidiyah
N5143672434,retail,supermarket,Abu Dhabi Cooperative Society,24.476954,54.352885,Al Khalidiyah
W111301371,retail,mall,Al Bateen Mall,24.46021,54.347727,Al Khalidiyah
N5860776695,retail,supermarket,Carrefour,24.473001,54.349331,Al Khalidiyah
W396354532,retail,supermarket,Choitram Supermarket,24.473985,54.350191,Al Khalidiyah
N4738248027,retail,supermarket,Emirates Supermarket,24.4697,54.347314,Al Khalidiyah
N4210652198,retail,supermarket,Fatima,24.47781,54.356402,Al Khalidiyah
N1268402926,retail,supermarket,Fatima Supermarket,24.460304,54.347815,Al Khalidiyah
N4736291866,retail,supermarket,HyperMarket,24.474218,54.352266,Al Khalidiyah
W91662999,retail,mall,Khalidiyah Mall,24.470058,54.351654,Al Khalidiyah
N916405661,retail,supermarket,Lulu,24.469644,54.352286,Al Khalidiyah
N9724994195,retail,supermarket,Millennium,24.479102,54.357983,Al Khalidiyah
N840540852,retail,mall,Nayel & Bin Harmal Tower,24.480587,54.357299,Al Khalidiyah
N3991593919,retail,mall,Paris Gallery Mall,24.47467,54.347297,Al Khalidiyah
N4510168190,retail,supermarket,SAFA Express Supermarket,24.478314,54.353218,Al Khalidiyah
N5813992254,retail,supermarket,SAFA express supermarket,24.473012,54.347817,Al Khalidiyah
N13490805968,retail,supermarket,Save Way Supermarket,24.481457,54.352056,Al Khalidiyah
N4736374286,retail,supermarket,Square Supermarket,24.477175,54.357425,Al Khalidiyah
N12451393601,retail,supermarket,Viva,24.47371,54.34881,Al Khalidiyah
N4034041516,retail,supermarket,(unnamed supermarket),24.374259,54.517382,Al Maqta
N4394638731,retail,supermarket,(unnamed supermarket),24.407299,54.50598,Al Maqta
N4598593499,retail,supermarket,(unnamed supermarket),24.373341,54.530289,Al Maqta
N1324542585,retail,supermarket,Al Qathara Market,24.373826,54.511593,Al Maqta
W373718132,retail,mall,Al Seef Village Mall,24.435441,54.455773,Al Maqta
N7325947985,retail,supermarket,Armed Forces Cooperative Society,24.398513,54.491237,Al Maqta
W182379978,retail,mall,Capital Mall,24.375761,54.530357,Al Maqta
W76355212,retail,mall,Carrefour Mall,24.423258,54.452033,Al Maqta
N3772782010,retail,supermarket,Carrefour Market,24.435668,54.455739,Al Maqta
N9006504118,retail,supermarket,Cooperativa Society,24.407192,54.505785,Al Maqta
N4043671611,retail,supermarket,Excellence Supermarket,24.419689,54.464625,Al Maqta
N11495731813,retail,supermarket,Grandiose Supermarket,24.402956,54.497259,Al Maqta
N7835230185,retail,supermarket,LuLu Hypermarket Capital Mall,24.375207,54.530617,Al Maqta
N1927319801,retail,supermarket,Lulu Express,24.373064,54.537609,Al Maqta
N4461222294,retail,supermarket,Mazyad Mall,24.372305,54.538851,Al Maqta
W89640098,retail,mall,Mazyad Mall,24.373125,54.537941,Al Maqta
N6762174585,retail,supermarket,Rich & Fresh,24.389905,54.496599,Al Maqta
N7090861695,retail,supermarket,Rich & Fresh,24.38985,54.497142,Al Maqta
N2146138023,retail,supermarket,Spinneys,24.393261,54.493784,Al Maqta
N11807144798,retail,supermarket,Spinneys,24.407504,54.525933,Al Maqta
N11807144800,retail,supermarket,Spinneys,24.419047,54.464051,Al Maqta
N3848385006,retail,supermarket,Spinneys Market,24.41347,54.463108,Al Maqta
N5298977122,retail,supermarket,Wheatfields,24.411805,54.536113,Al Maqta
W56070309,retail,marketplace,(unnamed marketplace),24.517153,54.37905,Al Maryah Island
W258345779,retail,marketplace,(unnamed marketplace),24.512402,54.380426,Al Maryah Island
W169773158,retail,marketplace,Abu Dhabi Carpet Souk,24.513128,54.380857,Al Maryah Island
N1802381603,retail,supermarket,Abu Dhabi Cooperative,24.519589,54.371469,Al Maryah Island
W1349972462,retail,marketplace,Abu Dhabi Dates Souk,24.51608,54.380043,Al Maryah Island
N7236642965,retail,mall,Abu Dhabi Galleria Mall Extension,24.500968,54.390579,Al Maryah Island
N5414650122,retail,mall,Abu Dhabi Mall,24.49558,54.382723,Al Maryah Island
W150781737,retail,mall,Abu Dhabi Mall,24.496054,54.383272,Al Maryah Island
N2810828955,retail,supermarket,Ahu Dhabi Mall Co-op,24.496618,54.382117,Al Maryah Island
W56070308,retail,marketplace,Al Mina Fruit & Vegetable Market,24.517721,54.378513,Al Maryah Island
N9463174624,retail,supermarket,Almaya Supermarket,24.49943,54.39501,Al Maryah Island
N7561418585,retail,supermarket,Falconpack Mina Sales Center,24.520218,54.372834,Al Maryah Island
W158251637,retail,marketplace,Fish Market,24.514345,54.375916,Al Maryah Island
N4745885075,retail,supermarket,Fresh & More Supermarket,24.490587,54.383653,Al Maryah Island
W679757658,retail,mall,Galleria Mall,24.500971,54.390648,Al Maryah Island
N11522086206,retail,supermarket,Grandiose Supermarket,24.490794,54.385514,Al Maryah Island
W209370534,retail,marketplace,Iranian Souk,24.517328,54.373682,Al Maryah Island
W92192183,retail,mall,Mina Centre,24.519443,54.371594,Al Maryah Island
N2150819485,retail,marketplace,Plant Souk,24.51664,54.374656,Al Maryah Island
W205110907,retail,marketplace,Plant Souk,24.516786,54.37462,Al Maryah Island
W209370535,retail,marketplace,Plant Souk,24.515796,54.374975,Al Maryah Island
W241510436,retail,mall,The Galleria,24.501435,54.388572,Al Maryah Island
N2491267670,retail,mall,"The Galleria, Main Entrance",24.501116,54.389665,Al Maryah Island
N2810828953,retail,supermarket,geant,24.491083,54.394221,Al Maryah Island
N3387058783,retail,supermarket,Carrefour Market,24.449497,54.604816,Al Raha Beach
N11867271705,retail,supermarket,Freshlandia,24.445661,54.594744,Al Raha Beach
N13098774227,retail,supermarket,Lulu Express,24.451772,54.609223,Al Raha Beach
N3177604705,retail,supermarket,Spinneys Market,24.450148,54.600956,Al Raha Beach
N3177722109,retail,supermarket,Waitrose Market,24.457051,54.61559,Al Raha Beach
N4823551422,retail,supermarket,(unnamed supermarket),24.429021,54.727789,Al Reef
W1265010379,retail,supermarket,(unnamed supermarket),24.390055,54.713589,Al Reef
N4760312314,retail,supermarket,Almaya Supermarket,24.445857,54.729551,Al Reef
W483268474,retail,marketplace,Royal City Market,24.424037,54.730481,Al Reef
N3621258379,retail,supermarket,Select Market,24.457463,54.673111,Al Reef
N3837406181,retail,supermarket,Spinneys,24.454444,54.723292,Al Reef
N4853172221,retail,supermarket,Supermarket,24.375218,54.660086,Al Reef
N3652846157,retail,mall,Village Center 1,24.44597,54.716426,Al Reef
N3652846182,retail,mall,Village Center 1A,24.451079,54.712542,Al Reef
N3652846180,retail,mall,Village Center 1B,24.441864,54.711444,Al Reef
N3652846148,retail,mall,Village Center 2,24.454607,54.723603,Al Reef
N3652846183,retail,mall,Village Center 2A,24.456618,54.717196,Al Reef
N3652846184,retail,mall,Village Center 2B,24.458429,54.727273,Al Reef
N3652846158,retail,mall,Village Center 3A,24.446041,54.729217,Al Reef
N3652846185,retail,mall,Village Center 3A,24.457836,54.732713,Al Reef
N3652846186,retail,mall,Village Center 3B,24.452332,54.740722,Al Reef
N3652846142,retail,mall,Village Center 3C,24.458718,54.739698,Al Reef
N3652846163,retail,mall,Village Center 4,24.443318,54.739996,Al Reef
N3652846179,retail,mall,Village Center 4A,24.446825,54.742902,Al Reef
N3652846178,retail,mall,Village Center 4B,24.439574,54.742095,Al Reef
N3652846164,retail,mall,Village Center 5 area 1E,24.434601,54.732859,Al Reef
N3652846176,retail,mall,Village Center 5A,24.4303,54.729533,Al Reef
N3652846177,retail,mall,Village Center 5B,24.431982,54.740775,Al Reef
N4823560721,retail,supermarket,al falah,24.425314,54.729914,Al Reef
N4386813094,retail,supermarket,نور الازدهار,24.400556,54.724129,Al Reef
N7082381987,retail,supermarket,(unnamed supermarket),24.497213,54.408881,Al Reem Island
N3919952556,retail,supermarket,Al Maya Mart,24.510486,54.406464,Al Reem Island
N4373945689,retail,mall,Boutik Mall,24.495809,54.407883,Al Reem Island
W313851339,retail,mall,"Boutiq Mall, Gate and Arc Complex",24.494185,54.408629,Al Reem Island
N9808971938,retail,supermarket,Carrefour,24.498747,54.411878,Al Reem Island
N9919006317,retail,supermarket,Carrefour,24.488867,54.401957,Al Reem Island
N5326666297,retail,supermarket,Carrefour Market,24.499703,54.40491,Al Reem Island
N12252231702,retail,supermarket,Géant Supermarket,24.493731,54.409124,Al Reem Island
N7398081723,retail,supermarket,LuLu Express,24.510622,54.409224,Al Reem Island
N7236695893,retail,mall,Marina Bay C2 Retail stores,24.499727,54.403244,Al Reem Island
W1059296493,retail,mall,Reem Island Mall,24.488223,54.400307,Al Reem Island
N8279089917,retail,supermarket,Spark express,24.498873,54.40532,Al Reem Island
N1925359933,retail,supermarket,Waitrose,24.495642,54.407222,Al Reem Island
W1076555850,retail,mall,(unnamed mall),24.387213,54.722989,Al Shamkha
N4521016989,retail,supermarket,(unnamed supermarket),24.370892,54.709316,Al Shamkha
W1143881782,retail,marketplace,Africa Pavilion,24.222295,54.683974,Al Shamkha
W1141825345,retail,marketplace,China Pavilion,24.222973,54.683728,Al Shamkha
N1187355946,retail,supermarket,Emirates General Market,24.353705,54.64842,Al Shamkha
N4741801856,retail,supermarket,Golden Lake Vegatables & Fruit,24.288153,54.639952,Al Shamkha
W1333566680,retail,marketplace,Iran Pavilion,24.223193,54.683819,Al Shamkha
N4737183973,retail,supermarket,Just Fresh,24.295661,54.640181,Al Shamkha
W1234667774,retail,marketplace,Khalifa Bin Zayed Al Nahyan Humanitarian Foundation,24.223433,54.68531,Al Shamkha
N3056417806,retail,supermarket,LULU Express,24.352754,54.648523,Al Shamkha
W1333566682,retail,marketplace,Levant Pavilion,24.223517,54.684953,Al Shamkha
W1234773439,retail,marketplace,Majlis Abu Dhabi,24.222486,54.68399,Al Shamkha
W1333566681,retail,marketplace,Morocco Pavilion,24.223517,54.684301,Al Shamkha
N8933157917,retail,supermarket,Royal gulf hypermarket,24.304906,54.656076,Al Shamkha
N4312218189,retail,supermarket,Spare,24.386983,54.723013,Al Shamkha
W1143881780,retail,marketplace,Uzbekistan Pavilion,24.222077,54.684006,Al Shamkha
W479819653,retail,supermarket,YasMart,24.28655,54.663519,Al Shamkha
N4733443322,retail,supermarket,Zenith supermarket,24.282677,54.647818,Al Shamkha
N4428362890,retail,supermarket,banyas Co Operative society,24.287289,54.641279,Al Shamkha
N6514618637,retail,supermarket,بقالة البداية,24.380586,54.719291,Al Shamkha
N4244462811,retail,supermarket,(unnamed supermarket),24.485709,54.361545,Al Zahiyah
N5250208426,retail,supermarket,(unnamed supermarket),24.490484,54.35616,Al Zahiyah
N5251484934,retail,supermarket,(unnamed supermarket),24.495928,54.371012,Al Zahiyah
N5302299322,retail,supermarket,(unnamed supermarket),24.491922,54.357718,Al Zahiyah
N5542038421,retail,supermarket,(unnamed supermarket),24.464601,54.381715,Al Zahiyah
N6789695385,retail,supermarket,(unnamed supermarket),24.478681,54.371077,Al Zahiyah
N9809033718,retail,supermarket,(unnamed supermarket),24.486884,54.360034,Al Zahiyah
N4160422489,retail,supermarket,A1 Supermarket,24.495719,54.373076,Al Zahiyah
N2360764610,retail,supermarket,AL SAFA SUPERMARKET LLC Najda Street,24.491251,54.369609,Al Zahiyah
N4261111991,retail,supermarket,ALAM Supermarket,24.480249,54.365794,Al Zahiyah
W217107551,retail,supermarket,AMIT (GARMIN),24.510655,54.370089,Al Zahiyah
N926023808,retail,supermarket,Abdul Aziz Supermarket,24.461255,54.378441,Al Zahiyah
N4194072696,retail,supermarket,Al Ain Super Market,24.486124,54.357543,Al Zahiyah
N4738820829,retail,supermarket,Al Ain Super Market,24.486104,54.353679,Al Zahiyah
W396951283,retail,mall,Al Falah Plaza,24.478254,54.372162,Al Zahiyah
N5323318226,retail,supermarket,Al Madeena Supermarket,24.495193,54.37981,Al Zahiyah
N9935041717,retail,supermarket,Al Madina Fresh Mart,24.494055,54.365691,Al Zahiyah
N11493977469,retail,supermarket,Al Madina Supermarket,24.500336,54.372478,Al Zahiyah
N4749096820,retail,supermarket,Al Mariah International Hyper Market,24.494098,54.36776,Al Zahiyah
W177262517,retail,mall,Al Mariah Mall,24.494146,54.367508,Al Zahiyah
N11848699569,retail,supermarket,Al Nashama Supermarket,24.474644,54.373723,Al Zahiyah
N5640759822,retail,supermarket,Al Safa,24.485506,54.381136,Al Zahiyah
N2360765715,retail,supermarket,Al Safa Supermarket Electra Street,24.484397,54.361891,Al Zahiyah
N2491329918,retail,mall,"Al Wahda Mall, Main Entrance",24.470762,54.372329,Al Zahiyah
N5629961021,retail,supermarket,Al safa,24.485469,54.381143,Al Zahiyah
N4244510404,retail,supermarket,Alam Supermarket,24.485937,54.361695,Al Zahiyah
N4745885076,retail,supermarket,Almaya Supermarkets,24.491021,54.382989,Al Zahiyah
N4226683294,retail,supermarket,Baqala,24.500335,54.374761,Al Zahiyah
N4200384518,retail,supermarket,Big Mart,24.494071,54.378824,Al Zahiyah
N4715651586,retail,supermarket,Big Mart Hypermarket,24.495282,54.374734,Al Zahiyah
N11759124270,retail,supermarket,Big Mart Hypermarket,24.491545,54.37189,Al Zahiyah
N11493970373,retail,supermarket,C.M. Supermarket,24.500817,54.375963,Al Zahiyah
N4306102189,retail,supermarket,COOP,24.483712,54.365086,Al Zahiyah
N4869525321,retail,supermarket,CORNICHE AUTOMATIC BAKERIES & MARKETS,24.496244,54.379677,Al Zahiyah
N9701502819,retail,supermarket,CORNICHE AUTOMATIC BAKERIES & MARKETS,24.496236,54.379815,Al Zahiyah
N6534839562,retail,supermarket,Chinese Baqala,24.498115,54.378206,Al Zahiyah
N13283120901,retail,supermarket,Choithrams,24.495712,54.371175,Al Zahiyah
N4511476693,retail,supermarket,Colours Supermarket,24.487428,54.363906,Al Zahiyah
N4643839991,retail,supermarket,Daily fresh supermarket,24.492209,54.359867,Al Zahiyah
N13267233203,retail,supermarket,Eleit Supermarket,24.498655,54.377135,Al Zahiyah
N565480159,retail,supermarket,Emirates General Market,24.491283,54.364821,Al Zahiyah
N4715687541,retail,supermarket,Emke Stores,24.478745,54.366674,Al Zahiyah
N4018385307,retail,supermarket,Express Madeena supermarket,24.462152,54.37902,Al Zahiyah
N4160413290,retail,supermarket,FAMILIES SUPERMARKET L.L.C. Branch 1,24.489646,54.372314,Al Zahiyah
N4715803276,retail,supermarket,Fair Price,24.477899,54.366548,Al Zahiyah
N5135177521,retail,supermarket,Family Supermarket,24.473351,54.37738,Al Zahiyah
N4687026699,retail,supermarket,Farco Supermarket,24.462087,54.385042,Al Zahiyah
N4332650528,retail,supermarket,Fathima General Market,24.479776,54.368939,Al Zahiyah
N926023831,retail,supermarket,Fatima Supermarket,24.468187,54.371918,Al Zahiyah
W27374404,retail,marketplace,Foutouh al Khair Centre,24.484998,54.358636,Al Zahiyah
N4163681241,retail,supermarket,Fresh & More (SHOP UNDER MAINTANCE),24.490129,54.371082,Al Zahiyah
N4649765590,retail,supermarket,Freshandmore,24.487493,54.362133,Al Zahiyah
N5159302022,retail,supermarket,Grandiose,24.502256,54.375628,Al Zahiyah
W179416277,retail,mall,Hamdan Center,24.489029,54.362937,Al Zahiyah
N4122500689,retail,supermarket,Home Fresh SUPERMARKET,24.489632,54.366931,Al Zahiyah
N2962219900,retail,supermarket,Istanbul Food Stuff Trading Co,24.489381,54.373361,Al Zahiyah
N3759844414,retail,supermarket,Istanbul Supermarket,24.475121,54.37665,Al Zahiyah
N13311102001,retail,supermarket,Istanbul Supermarket,24.490819,54.375386,Al Zahiyah
N2358344927,retail,supermarket,K.M. HYPERMARKET TCA,24.491371,54.380986,Al Zahiyah
N4726397184,retail,supermarket,KM Hypermarket,24.486145,54.373975,Al Zahiyah
N4015794999,retail,supermarket,Lebanese Roaster,24.489504,54.373515,Al Zahiyah
N3841322357,retail,supermarket,Lifco Supermarket,24.501427,54.375197,Al Zahiyah
N13277813501,retail,supermarket,Lot Bazaar Supermarket,24.497512,54.378603,Al Zahiyah
N5892724087,retail,supermarket,LuLu,24.489546,54.355791,Al Zahiyah
N4130053392,retail,supermarket,LuLu Express,24.493991,54.370072,Al Zahiyah
N2308349915,retail,supermarket,Lulu,24.470361,54.372537,Al Zahiyah
N4375568524,retail,supermarket,Lulu Center Salam Street,24.498217,54.370588,Al Zahiyah
N2147468552,retail,supermarket,Lulu Express,24.465282,54.386524,Al Zahiyah
N3960817321,retail,supermarket,Lulu Hypermarket,24.482813,54.365817,Al Zahiyah
N4029323538,retail,supermarket,Lulu Supermarket,24.491041,54.364535,Al Zahiyah
N3995568417,retail,supermarket,Lulu Xpress,24.489513,54.368913,Al Zahiyah
N6130405486,retail,supermarket,Lulu Xpress Fresh Market,24.492591,54.377166,Al Zahiyah
N5769636453,retail,supermarket,MAC SUPERMARKET (Opening Shortly),24.490603,54.372316,Al Zahiyah
N4242961005,retail,supermarket,MINA AL MADEENA SUPERMARKET,24.490481,54.382986,Al Zahiyah
N4715448646,retail,supermarket,MTM Marine - Al Masaood,24.486248,54.380682,Al Zahiyah
W177134168,retail,marketplace,Madenat Zayed Market,24.480536,54.366368,Al Zahiyah
W1264116285,retail,marketplace,Madinat Zayed Exhibition,24.484844,54.36493,Al Zahiyah
W177136067,retail,mall,Madinat Zayed Shopping Centre,24.483646,54.365614,Al Zahiyah
W392886529,retail,mall,Madinat Zayed Shopping Centre Gold Centre,24.48225,54.366482,Al Zahiyah
N5220107223,retail,supermarket,Majestic Supermarket,24.501326,54.373903,Al Zahiyah
N4758999408,retail,supermarket,Margin Free Hypermarket,24.485548,54.363259,Al Zahiyah
N13529549461,retail,supermarket,Metro Manila,24.488893,54.361487,Al Zahiyah
N9365415841,retail,supermarket,Metro Manila HYPERMARKET,24.490378,54.368077,Al Zahiyah
N4273235990,retail,supermarket,Metro Manila Supermarket,24.489718,54.369216,Al Zahiyah
N4721093624,retail,supermarket,Millenium Supermarket,24.46807,54.373512,Al Zahiyah
